ID,System,Title,Foreign Title,Category,Region,Serial,Version,Size,CRC32,MD5,SHA1
19744,Sony PlayStation Portable,Pipe Mania,,Games,Europe,ULES-01094,1.01,321847296,be217228,4d4cb2fef816e76d90818d17cf69cbb0,e010fab80ab91ced7946ed0990ef90c76663fdde
19745,Sony PlayStation Portable,ObsCure: The Aftermath,,Games,Europe,ULES-01340,1.01,987725824,92668ff9,7c246a05710a2e33c0d73928c90c0455,29ac4a3054b33bd1693c15a6daf79237f6d871ab
19746,Sony PlayStation Portable,Petz: My Baby Hamster,,Games,Europe,ULES-01266,1.00,199032832,82dfd27c,105f5a01d30341b23cd062a5a4068fee,91f9b605efeaee71d1c8335a8cf40499958b59db
19748,Sony PlayStation Portable,Petz: My Puppy Family,,Games,Europe,ULES-01267,1.00,194936832,0178313a,8d3db9d000725f9d86824d4e2760a647,779059aa22992efdc9979448958182d38d0e4a09
19749,Sony PlayStation Portable,Madden NFL 06,,Games,USA,ULUS-10024,V1.00,1693646848,18120583,e01f4ac60d13e7a3d6047be1ceb9f075,0310a151ea6a594e75757bd0bebbb28b467a756d
19750,Sony PlayStation Portable,MVP Baseball,,Games,USA,ULUS-10012,1.02,1421705216,47a5a82d,28f9fcff3fa37886e76f4f198d8b9a8f,6be44fdaed38e88db5f609cf50230b4edd08e516
19751,Sony PlayStation Portable,MediEvil: Resurrection,,Games,USA,UCUS-98620,1.00,1189937152,adc64af9,e6014369dc873fbe088ffe7168875ce1,e4a9730b1599952e4d6c4cceeb30edeb7ca0f551
19752,Sony PlayStation Portable,Tiger Woods PGA Tour,,Games,USA,ULUS-10009,1.00,1812692992,dfd726ef,84084baaaaf35a01c64d6617eda4045c,b19f47cef2fecc53a783fb07e38facea3fbd40ee
19759,Sony PlayStation Portable,Pirates of the Caribbean: Dead Man's Chest,,Games,USA,ULUS 10111,1.01,471597056,37f23db5,7935cf16d00933a04b6122687c751e7c,676e4a1fe4488c630a3b2086540e4750a62f92de
19760,Sony PlayStation Portable,Harry Potter and the Goblet of Fire,,Games,USA,ULUS-10032,1.00,410320896,531a9653,b5fc5cca17de2713f60e83803d40b7b5,298a649417678ab64ae8f6bee9233d9e68ff1bf9
19761,Sony PlayStation Portable,Buzz! Master Quiz,,Games,USA,UCUS-98729,1.00,906362880,b302e4e5,e4c634c1d54550c92d207456145eccdc,e6b49cdbe572817907769ca5757dc6907bb0c1c9
19762,Sony PlayStation Portable,Patapon,,Games,USA,UCUS-98711,1.00,341016576,9962189a,ec744df36a51de776962e97df8135d7c,c961221ea6983872dbc434e9c09cc064acbcc556
19763,Sony PlayStation Portable,Neopets: Petpet Adventures: The Wand of Wishing,,Games,USA,UCUS-98622,1.00,863305728,35f68ad2,f8d4b6cd12ba755d991048a33d2a32fa,cbd9e9139a67bc0fb21c84c66e2e10d290b93418
19764,Sony PlayStation Portable,ObsCure: The Aftermath,,Games,USA,ULUS-10484,1.00,987725824,84f143e2,3ea984b068cfccbd241b90ce2ab5d3c5,e55fb86a02452a6053cdf926f51fc8469b19acb2
19765,Sony PlayStation Portable,Beaterator,,Games,USA,ULUS-10405,1.01,1083506688,d69dd83d,fb54536ed0947fadc325c5476fbe3be5,d48c2ab869751be3ef600574c45aa10d3a9ba574
19767,Sony PlayStation Portable,The Golden Compass,,Games,USA,ULUS-10315,1.00,1265860608,2850732b,f678b064c6dd3cc3143a8f9c2b7f5d1f,9733be2b519426fc59f2c2f1ed0dfda30620b870
19768,Sony PlayStation Portable,Warriors of the Lost Empire,,Games,USA,ULUS-10309,1.03,1787199488,c1854222,4ea6c2ac8f0bcaead16e7118f598b54e,9d50ac88ba7d7ef8db4505246d4120e86bacd11c
19769,Sony PlayStation Portable,Smash Court Tennis 3,,Games,USA,ULUS-10269,1.00,1496055808,130a6246,223e4add43b951aa4a7079878d909747,7d5fc5d00c374dec993d2dabdfdbd7e9451996e6
19774,Sony PlayStation Portable,"Traxxpad: ""Portable Studio""",,Games,USA,ULUS-10272,1.02,420216832,c66150e8,8fc52fa92e0938d43731aea5b364f54e,9ef7c8890c54464387a6f4c0049551c38c105a70
19775,Sony PlayStation Portable,OutRun 2006: Coast 2 Coast,,Games,USA,ULUS-10064,1.03,634781696,c7927da2,e71ea37d9284e57331634b5be1785934,65e64106cf5c56a6953de6df565d0827d160aefd
19776,Sony PlayStation Portable,007: From Russia with Love,,Games,USA,ULUS-10080,1.00,732495872,ec14a394,7ac15312ca3d6dea887d6c537bdc3acc,baae2c81123a73e0ad87165de698c493d2436250
19777,Sony PlayStation Portable,Sid Meier's Pirates!,,Games,USA,ULUS-10224,1.02,333479936,7f2f78ff,37c34c21a94936f7da3c343b42e405d1,33efd8281655b1785684a09ed777f117af3d8534
19802,Sony PlayStation Portable,Dynasty Warriors: Strikeforce,,Games,USA,ULUS-10416,1.00,1397325824,c1c0ca98,e21035371f732111a83350a59338769b,20d033b5daf1b6907866a5a7965bd2a21bf116dd
19803,Sony PlayStation Portable,Dungeon Explorer: Warriors of Ancient Arts,,Games,USA,ULUS-10289,1.01,565444608,9b7c6c81,687fc8a1a6c8321c1e33b62fd929d0d4,eb4e870c81da9e5fc6ca1f98bab9ae791b7e8401
19804,Sony PlayStation Portable,Disney/Pixar Cars,,Games,Germany,ULES-00323,1.00,906362880,31419f99,eed0743a00973aa267c72701ceb66af5,97fa34ae1b7606ec38a0585c0da4ee79d602ebb5
19807,Sony PlayStation Portable,Naruto: Ultimate Ninja Heroes,,Games,Europe,ULES-00865,1.00,576225280,ccb56460,eac709e533f52db9d2f5926969ee5284,8b18ba5bda46a72c085c00da5849f5b34669c2ae
19808,Sony PlayStation Portable,Namco Museum Battle Collection,,Games,Europe,"UCES-00116, UCES-00116/9181712, UCES-00116/E",1.02,559251456,1488b184,83708f5fbcd3987293caf92da9fa3800,671b595578c525d87a41ec031ad29fe04bddb6e7
19852,Sony PlayStation Portable,MX vs. ATV: On the Edge,,Games,Europe,ULES-00274,1.00,837910528,534babbc,154498439d4c1e380aad070b2c809561,9b8318510a6190600793ea380fa170939d98f132
19877,Sony PlayStation Portable,Tom Clancy's EndWar,,Games,Europe,ULES-01068/E,2.00,221085696,fff7ada9,d857daf8202f3ce68b880ffd05052090,81d75f501fb3ab68dc3203d22f9583888fd9d412
19886,Sony PlayStation Portable,Star Wars: The Clone Wars: Republic Heroes,,Games,Europe,"ULES-01285#, ULES-01285/E",1.01,1478393856,9df2a346,0b365dd3f1d60de2ade074a01072e09d,6930a34020e02734a8271dcbb2cd2f16e97ed079
19949,Sony PlayStation Portable,Dragon Ball Z: Tenkaichi Tag Team,,Games,USA,ULUS-10537,1.00,1372225536,6a035b1c,5299e6c567a1c652b10777705806b03f,2bc42c418ac321739ec1480170ec53e5de536116
19950,Sony PlayStation Portable,Test Drive Unlimited,,Games,Europe,"ULES-00637, ULES-00637#",1.01,1537015808,f5a053d3,2870f1ea032e6590d02c3b20103670f1,5c9fee602918cb0392a927e5a60d484ab65843a9
19996,Sony PlayStation Portable,Harry Potter and the Half-Blood Prince,,Games,Europe,ULES-01180,1.00,408027136,b7fdf185,a61caca753a2e985a6da35f459fc041f,158c2b3eb736d246ea992b6627006370dbd9f6c1
20017,Sony PlayStation Portable,Star Wars Battlefront: Elite Squadron,,Games,USA,ULUS 10390,1.00,1473740800,8c02055c,d199202cfcf8072b440abe05f163237e,9f491705c1b322b08d2e1e003c7e5c6d34f0e4ca
20018,Sony PlayStation Portable,Sonic Rivals,,Games,Europe,"ULES-00622, ULES-00622/E",1.01,246349824,dcbc235d,7dfe83392b4a3cbdfeaa974bb97c2eb1,b46d1b2456129ed25ce66ca93d295c4f505e0283
20020,Sony PlayStation Portable,MTX Mototrax,,Games,Europe,ULES-00581,1.01,1062338560,d05fed87,388ac5c923e8246d248ef12041ae03d3,3bcfb692fcc56b2f9be61b2e580fc56aebf28880
20034,Sony PlayStation Portable,Kingdom Hearts: Birth by Sleep,,Games,USA,"UCUS-98173, ULUS-10505",1.00,1767473152,40430710,962cce6f637464af8fc144c7eda97df0,0a61928fc0eaa78f169b4a172ba6165ecf8564a0
20035,Sony PlayStation Portable,Phantasy Star Portable 2,,Games,USA,ULUS-10529,1.00,1341882368,2b77f008,10ab4d3da714349004fefdfd7bf0d0d7,29121b08e8c6e5055c4400f2ae43011d0cde0994
20036,Sony PlayStation Portable,Warhammer: Battle for Atluma,,Games,USA,ULUS-10123,1.03,240648192,5f6f9d94,6d98f7ad9ae91578258a47326f0b9af0,5bf27b184717d9b63ed7fea975a69c0569bb0a43
20037,Sony PlayStation Portable,Spider-Man: Web of Shadows: Amazing Allies Edition,,Games,USA,ULUS 10389,1.01,436830208,08960e40,2524150f964f688d10f8198ba8ecb0fd,637083f49562dd9f0382f19596388e4e6a493d2e
20038,Sony PlayStation Portable,G.I. Joe: The Rise of Cobra,,Games,USA,ULUS-10435,1.01,1164476416,eb35e3d6,0ef66b95e9df87d2311097d8d6814bac,10416e411e78784be076ced2c86f6e7f3e86e258
20154,Sony PlayStation Portable,Harvest Moon: Boy & Girl,,Games,USA,ULUS-10142,1.00,341508096,77683451,dcc7ff404251f779fdfe7fd01130ed28,c3c966e14356421f52f32476499dab45f8581d38
20207,Sony PlayStation Portable,Miami Vice: The Game,,Games,Europe,ULES-00375,1.01,427065344,048ce819,67f4a72aa13438d5aa6d0ca09d62cdce,f8ac5c5fc7a18b2b3367c508ff83594e2cd5024b
20211,Sony PlayStation Portable,Disney/Pixar Toy Story 3,,Games,Europe,ULES-01405,1.00,905838592,2d5a6303,ff0c2f9581af5de5e7f245b4720abec6,7fb456ccecba3228bfc860d150d9cd14776f2c88
20212,Sony PlayStation Portable,Crash: Mind over Mutant,Крэш Повелитель Мутантов,Games,Europe,ULES-01171,1.03,1616805888,8b09aff8,ab5c34933d3e4ab6fe89b469e39afbb4,b90930b25e706b3758c52d917d91d6dcae26e14f
20265,Sony PlayStation Portable,Gran Turismo,,Games,Europe,UCES-01245,1.01,1177026560,f11efe3f,b4852a0706055a01364d138ebd0c0c75,3caff200892abb53f02f2c2a0e90ee8f2d30df31
20297,Sony PlayStation Portable,FIFA World Cup Deutsch Taikai 2006,FIFA ワールドカップドイツ大会 2006,Games,Japan,ULJM-05133,1.02,1291124736,8911a765,86089f702d67dbe1c65dd091e9cecba6,691e51141ca7250de46d4747f2d9dbf6ee49f05b
20300,Sony PlayStation Portable,Need for Speed: Shift,,Games,Europe,ULES-01275,1.00,1798471680,84c2b2dd,96563fee9041b59bc0470b6be1226b1c,f8216be4002db4c2958c960644165931a4d29193
20302,Sony PlayStation Portable,Monster Hunter Portable 3rd,モンスターハンターポータブル３ｒｄ,Games,"Japan, Asia","ULAS 42260, ULJM 05800, ULJM 08058, ULKS 46264",1.02,1207140352,d875535a,8e19a966356a83b8b395957671494bd8,0680394e5bd35f428711d55cf674f42e780d00b6
20312,Sony PlayStation Portable,Star Wars Battlefront: Renegade Squadron,,Games,Europe,ULES-00861,1.01,1393688576,5396c553,299e2e71ccce78bc38256431ae902fec,b32f6bac109f899bed895c731ed71f137da7c570
20313,Sony PlayStation Portable,Justice League Heroes,,Games,Europe,ULES-00609,1.00,1442086912,948605f3,881585863110dafb3c01a7792f3b80cb,7ca8cefc886cb8e6c26bc602b8d160bb2ace44cd
20431,Sony PlayStation Portable,James Cameron's Avatar: The Game,,Games,Europe,"ULES-01357#, ULES-01357/E",1.00,726597632,9255238e,73f6d93fcf106f92ac5ef744e97dd108,5a178ec5169a9c66e4d7b9c37dba394c69f8ac71
20448,Sony PlayStation Portable,Thrillville: Off the Rails,,Games,Europe,ULES-00887,1.00,894271488,27b167e5,aa41f6c91ecd233e65ed983f68b55e76,6e7ac596ab73d83c91616e4e01b231c2103c9e10
20485,Sony PlayStation Portable,Tom Clancy's Ghost Recon: Predator,,Games,USA,ULUS-10445,1.00,906362880,2ffc79ce,a503b22a02a0fea3232493a14529b579,6b05b038f0ac10dddfc3ee9b6c194945c1fffe5e
20501,Sony PlayStation Portable,Mana Khemia: Student Alliance,,Games,USA,ULUS-10408,1.01,1085833216,67b02322,0ba7fd9d96681e17bb6c6d51b28abfd9,5e3489f094513761a12a893e268834dd36d2b980
20502,Sony PlayStation Portable,Crash of the Titans,,Games,Europe,"ULES-00915, ULES-00915/E",1.01,1078001664,ca09cb05,e90834233afce27886a2a4fa52eb0ebb,a534507b407a1a7b656e45de16e970d8177117f4
20503,Sony PlayStation Portable,UEFA Euro 2008: Austria-Switzerland,,Games,Europe,ULES-01025,1.00,1458077696,d6e63f3d,318f54cf13720ce3c163b92c7220a891,5e18d82d87f9568d086c8cbf3629c1e17a357ea4
20504,Sony PlayStation Portable,Tiger Woods PGA Tour 06,,Games,Europe,ULES-00154,1.00,1301381120,763cb2a8,7d9e19a7e07a9a93517ef523d5eb87c5,3126f2163c6b484210b4a420127916002d1acce7
20505,Sony PlayStation Portable,Transformers: The Game,,Games,Europe,ULES-00824,1.02,1560117248,838568fa,d10346d5dce34b4e8226586a996b17f6,84c5c9a0457d073b918846af430c918b7ca1b98d
20506,Sony PlayStation Portable,Fullmetal Alchemist: Brotherhood,,Games,Europe,ULES-01432,1.00,497876992,e40da593,c1421e770c38adb8ed09aa2b4387ed57,b3c28d705bb887107ed27a1ded6cde7428d03bcb
20507,Sony PlayStation Portable,Carol Vorderman's Sudoku,,Games,Europe,ULES-00388,1.01,1125580800,11e7fef3,08e36592ad3152ee37dbc1325e9842c5,8875bdf7c818660705f89cde53f237df6eb46cf4
20508,Sony PlayStation Portable,Pro Evolution Soccer 5,,Games,Europe,ULES-00160,1.01,1029013504,3c550810,52280230dace893089ff5281e2140a4d,ca8afd3537190c3cd01b5b1584723c2959eab2f3
20509,Sony PlayStation Portable,Shaun White Snowboarding,,Games,Europe,ULES-01185/E,1.01,491454464,5c9cc776,f9f48fb095061f03b75a89d4bbe942fa,ba97b8903bce7f0688c27ca45f6dbd268f8aedfa
20510,Sony PlayStation Portable,Nickelodeon SpongeBob SquarePants: The Yellow Avenger,,Games,Europe,ULES-00280,1.01,174260224,c44c2bd2,ff08fe1a61c6ffaa04ce600b16948a1e,4087bab3ab00cdcb39b60112c4fa923b74de421f
20585,Sony PlayStation Portable,God of War: Ghost of Sparta,,Games,USA,UCUS 98737,2.00,1747714048,b82d36cb,558241ad68feda59c7537b8a7b04588c,3238b23f3f99e6d7b598d7703b53a4f5437d0b6c
20587,Sony PlayStation Portable,ModNation Racers,,Games,USA,"UCUS 98741, ULUS-98741",1.00,1652162560,b8d04288,caaff72a984aa0e21831a26c0102feb9,b8e56db4f13e4ca6e5cf5bbb0ecaf9649ba2cd2c
20589,Sony PlayStation Portable,LEGO Indiana Jones 2: The Adventure Continues,,Games,USA,ULUS-10487,1.01,677511168,7902099b,87b75aa969b533a2e5f941e37cb94f65,def9e75e0baee3c075e4d61842491a00ed6c604d
20590,Sony PlayStation Portable,Metal Slug XX,,Games,USA,ULUS-10495,1.01,463732736,6d18bed8,ac04e33e048d26f2cbb3350a80d5c06a,ef933b8ea01b0f06214b9a6767387f2c0842c501
20592,Sony PlayStation Portable,LEGO Indiana Jones: The Original Adventures,,Games,USA,"ULUS 10365, ULUS 10365GH",1.01,1241153536,c4059a1e,7eb2b573710e2064b06c605e14bb7c4d,4d5bced4a4fc783a0f70d1087a3e9978605ff740
20701,Sony PlayStation Portable,Tiger Woods PGA Tour,,Games,Asia,ULAS-42002,1.00,1812692992,47355097,21bff37420b825dd428c72543297444e,9b0a25d8bdfbf2a4a189d5f62340c4a5a1d8ad2c
20702,Sony PlayStation Portable,Tom Clancy's Splinter Cell: Essentials,,Games,Europe,ULES-00281#,2.00,1811709952,b15b7542,a2ec692c445add804108f687b757a737,09527a31dffbb09c3e19a984ea5e601a328a06d6
20703,Sony PlayStation Portable,Monster Hunter Portable 2nd,モンスターハンターポータブル2nd,Games,"Japan, Korea","UCKS 45045, ULJM 05156",1.03,836304896,ff200cdb,e6e1596e31edd9181f0499a33fbab625,8c27382291d3e2a98b592e87478d8072ef0da87a
20704,Sony PlayStation Portable,Patapon 2: Don-Chaka,"파타퐁 2: 동챠카, 戰鼓啪打碰2: 咚鏘",Games,Korea,UCKS 45135,1.00,583794688,6e0aed7d,33a7a573ed46a229920df88ed4fff791,a24ed728e5af3212f48cf12dcf54b862058691ff
20705,Sony PlayStation Portable,Fantasy Golf Pangya Portable,판타지 골프 팡야 포터블,Games,Korea,ULKS-46164,1.03,1510834176,35466df2,8761bbe83568a28eeb5706d156b50e31,af725498154abf81bb9ce6ef87977839fc588ab4
20706,Sony PlayStation Portable,Piposarugetchu P,삐뽀사루 겟츄 P,Games,Korea,UCKS-45009,1.00,811728896,e147c421,47fa9309e622120e0122e9acce26f9e8,d1841f22792f7981ac9478e9c50066ec61a4b07a
20708,Sony PlayStation Portable,Sid Meier's Pirates!,,Games,Europe,ULES-00688,1.01,333512704,01bee310,c236b42b88966c50660b233bbdef38ae,4450d1c4e970f5290475f1eb00681ce85ee653d9
20771,Sony PlayStation Portable,World Poker Tour,,Games,Europe,ULES-00296,1.01,525107200,9af5d5c8,0ed863da3876ecdd4807e465fddea0c3,45e89ea8f99639c6ac85b3560b53a205823af85a
20831,Sony PlayStation Portable,PC Engine Best Collection: Ginga Ojousama Densetsu Collection,PC Engine Best Collection: 銀河お嬢様伝説コレクション,Games,Japan,ULJM-05358,1.02,650805248,82b3b10d,a8127ef72f313256f36aff63f1324aa3,a8bb05b934650ca6798146f8ae9b91be5327a3a2
20835,Sony PlayStation Portable,Ginsei Shougi Portable: Fuun Ryuuko Raiden,銀星将棋 PORTABLE 風雲龍虎雷伝,Games,Japan,ULJS-00405,1.00,215121920,537219d7,3c9b38be783a9538ee8e43abcea6c0f3,77f90cc9f880736b0fc231f58fe82952899333eb
20836,Sony PlayStation Portable,Xyanide: Resurrection,,Games,Europe,ULES-00634,1.01,1567227904,ae0db564,931b2a98e2af48b96ae4f38b0d1b329f,c6ba11e1e8e4a54a983853db2370e71e2417deb2
20837,Sony PlayStation Portable,WWE SmackDown vs. Raw 2008,,Games,Europe,ULES-00932,1.01,1785757696,3c4c2ae0,9ec9dd6f8d728b2134332e9a8ab29e9a,0b059de2bbdd2e1fefcb6eebc82ea010e74f4ce6
20838,Sony PlayStation Portable,Phantasy Star Portable 2 Infinity,ファンタシースターポータブル2 インフィニティ: スペシャル 体験版,Demos,Japan,ULJM-91022,1.00,1467252736,4c4204fd,17d4dcdb4b84c2f7efcefd2f34d7fd33,8336051a3c3300f2fc5318da413b8002113c235b
20839,Sony PlayStation Portable,WWE SmackDown vs. Raw 2010,,Games,Europe,ULES-01339,1.01,1577025536,de31e5fa,4f7d38c020a1722914e450f21a188fc9,42ba4a78c983d17076bbb3e6bb8bf5f6a4f9499b
20843,Sony PlayStation Portable,Silent Hill: Shattered Memories,,Games,Europe,ULES-01352,1.00,1014005760,6c244393,73ea096d1ae8bc676d508f4fd8aa7b0c,2d94ea4921f8d081bd797bcb180235cb65676290
20860,Sony PlayStation Portable,Prince of Persia: The Forgotten Sands,,Games,Europe,ULES-01409,1.00,735543296,886b7b6e,57c9bef2e6e6574c87705e621792979f,3dfdb3fd270c458cdd0df818735b5de1d8657604
20861,Sony PlayStation Portable,Yu-Gi-Oh! GX: Tag Force,,Games,Europe,ULES-00600,1.01,834895872,170954c5,719c99478032a4210ae877832061e9fd,6e46f4327050623035dcb5bc8da78985f02ab961
20862,Sony PlayStation Portable,Yu-Gi-Oh! GX: Tag Force 3,,Games,Europe,ULES-01183,1.02,1792999424,5d2dff66,c28c8b13078919255d7623c921f8d82e,379601a07d73374fa4a03272488fd195133d7c0d
20863,Sony PlayStation Portable,Yu-Gi-Oh! 5D's: Tag Force 5,,Games,Europe,ULES-01474,1.01,1660289024,8469b6c9,c6aaf66680852a02e509c488c159eb30,9ead602eb1fcba906cfc07d39c63ad60ab55ce48
20874,Sony PlayStation Portable,Naruto Shippuden: Legends: Akatsuki Rising,,Games,Europe,ULES-01306,1.00,770768896,3cbd38fc,1c30804352fee163d0933c01e82f4e2d,474c2306a7e7999ae5c80d956a36e4a7fd52fece
20875,Sony PlayStation Portable,Arthur and the Minimoys,Arthur and the Invisibles,Games,Europe,ULES-00669,1.00,1496154112,14bade5c,501e05e86c526672f357413555a09925,723ac0ed53040c66ff7b0f43a9926920acab4996
20877,Sony PlayStation Portable,Dead or Alive: Paradise,,Games,Europe,ULES-01431,1.01,870121472,f5cd3d32,26ec0ebaa5edb50152522022d6cd7efb,6f9afc06f8cd4d6428b38c1bc648a3da2d212e79
20879,Sony PlayStation Portable,Asphalt: Urban GT 2,,Games,Europe,ULES-00719,1.01,884146176,f867eb93,543a84ee3434e8ae3479b3359eac1593,ae1f4eec2f36dda37b71e052f802ebeb622d0295
20881,Sony PlayStation Portable,Ben 10: Protector of Earth,,Games,Europe,ULES-00906,1.00,673775616,a5cdbaab,5101de621f945681e9e46bf40f5e8c61,13616ca813878d0c04582a30c5d83c4891177061
20945,Sony PlayStation Portable,Jikandia: The Timeless Land,,Games,USA,ULUS-10562,1.00,169148416,24ac39d2,262a6b5e3945723a5a72db6e2c393998,90608135171019e44ce80ebc02c2033fd9529187
20946,Sony PlayStation Portable,PQ2: Practical Intelligence Quotient 2,,Games,USA,ULUS-10258,1.01,672825344,57f56ef0,b2c08d5c600cba5873c43ac465d0ae23,ed945228a02d21cd67ee30d3383436b6fb2dc9d3
20947,Sony PlayStation Portable,Taito Legends Power-Up,,Games,USA,ULUS-10208,1.01,316407808,8238b5c4,0f58f00ccde4bd201bff112fc46cdfd9,6b79e4929a7dbea9075c27a50a6d53107b5b8ec2
20948,Sony PlayStation Portable,Dave Mirra BMX Challenge,,Games,USA,ULUS-10204,1.00,729841664,371222a6,81181dbd2a2481ea36f859ca0d76187e,6f2394de7a3cc59407883e74f816a9b898ffa274
20949,Sony PlayStation Portable,Thrillville,,Games,USA,ULUS-10191,1.01,723189760,c9f7ef55,de3c705f368647aaf090b004e6dcfa88,f2684044a8771aafc6de417b1581a034e1e0fd0d
20951,Sony PlayStation Portable,Tekken: Dark Resurrection,,Games,USA,"ULUS 10139, ULUS 10139GH",1.00,1750237184,3ffd7a9d,3236024a1c151f9d5a3b23ede2fd63f6,8193a65dee49685db49284408c89bdb35324bc32
20952,Sony PlayStation Portable,FIFA World Cup Germany 2006,,Games,USA,ULUS-10082,1.01,1291124736,34c83f3f,714797a7557affd08e583bff7a8d8bbd,aeeb37936d99ec586093432c30fa029ab641e40b
20953,Sony PlayStation Portable,PixelJunk Monsters: Deluxe,,Games,USA,UCUS-98739,1.00,220626944,c5aa5ad1,573c2a9617c725f5856a216990e4b61a,43ea26ae87af675a819977caf08a26f81393a107
20958,Sony PlayStation Portable,Marvel Super Hero Squad,,Games,Europe,ULES-01368,1.00,1778450432,b4613e69,6a731a6d4c69fe19e2f2a7e7015dad3b,e1f6cf7d9d405553ddb1aadaa629e6020269956d
20959,Sony PlayStation Portable,Michael Jackson: The Experience,,Games,Europe,ULES-01512,1.00,339443712,3cb53284,23df5b659887c159b614d11ef9cf19c5,717c24165a391f45c52b0c6d5d807cca7e1732fa
20960,Sony PlayStation Portable,LEGO Batman: The Videogame,,Games,Europe,ULES-01151,1.00,1136689152,b531dfcd,ba30758b133663f0dc983d9e741f790e,96f870b6badfae0c168bdd19eaf9ed90680bce08
20962,Sony PlayStation Portable,Open Season,,Games,Europe,ULES-00508/E,1.00,1507590144,b76d1ede,17120b498e4fb1d356a10c4900f00e96,10005b2b79dd2a08686479db5741209f470308ef
20963,Sony PlayStation Portable,Invizimals: Shadow Zone,,Games,Europe,"UCES-01411, UCES-01411/GER",1.00,1777958912,898d8ab6,0d8bc79e8307d68ea537102c27bc6d9e,c65921d90f6e89ff7c0cbf39cb5777521baaf764
21004,Sony PlayStation Portable,Sonic Rivals 2,,Games,Europe,"ULES-00940, ULES-00940/E",1.01,516259840,a994a3f0,0e69ac256f4b86d6f2a3ac7eae5e34ca,8bf9fad2131e3f4d244239842853cb0cf2345b9a
21005,Sony PlayStation Portable,Buzz! Das große Länderquiz,,Games,Europe,UCES-01209,1.00,1614512128,93613241,83ed67df9bdbc6d9f1bca385c3d6b119,0c22b1be853738541d4a12b041d3d3e03a91896f
21006,Sony PlayStation Portable,Shin Megami Tensei: Persona 3 Portable,,Games,USA,ULUS-10512,1.00,1321861120,fa047515,72c194c04fbd2657acb418413c0de873,06b7ace9bc5293df7bf8609e652185543ab7d062
21007,Sony PlayStation Portable,LEGO Star Wars III: The Clone Wars,,Games,USA,ULUS 10531,1.00,1746796544,c10b0f2a,ab902cf811e3cf1b2c1c1092285fe295,9fd6ca369b67d069ef269e1ae656c5fbac162db9
21008,Sony PlayStation Portable,UFC Undisputed 2010,,Games,USA,ULUS-10508,1.00,1762328576,6c01eae5,e4af8cb45b065060d61b7b1cb050d994,693da8047dcb9437afbd76b8e9bb3c1eb0293cff
21009,Sony PlayStation Portable,Yu-Gi-Oh! 5D's: Tag Force 4,,Games,USA,ULUS-10481,1.01,1759838208,e5bf9bcd,d68e0d325ca365ae340d5f3ef083dc22,acf4fd9c1071cef9bc355e62dd08d98e1961791b
21010,Sony PlayStation Portable,Puzzle Chronicles,,Games,USA,ULUS-10468,1.00,402948096,c9787b2d,249fbd482a7bf3310814cb837ea0d00d,01ed50b2f1ceb70c81d6263494d56e7123f19783
21011,Sony PlayStation Portable,Silverfall,,Games,Europe,ULES-00808,1.02,872710144,72274648,729fce16b8817e257ab5fdfe55a3550a,5d9e7519a7a0de662d8ee8582284b07b4fa4eebf
21012,Sony PlayStation Portable,Spider-Man 2,,Games,Europe,ULES-00023,1.00,950140928,90574a4a,d25a570de2143337fd5b24a6343fad4a,ea2360207a942f75aefe31c0fb61732aa9cf73aa
21013,Sony PlayStation Portable,Spider-Man: Freund oder Feind,,Games,Germany,ULES-00901,1.01,577142784,cd0fd04f,4d4b05a6d872c37672b10fb418ae55a4,76581522c2e684d1da056e1bb6a89e0439670b8c
21033,Sony PlayStation Portable,Hot Shots Golf: Open Tee 2,,Games,USA,UCUS-98693,1.00,942899200,90cab222,da3ef46acb08ccbbdb307a67ed5bfcaa,a2ddbd0fc243f6f8bc73a4b2864e8dae0cb4f569
21034,Sony PlayStation Portable,Hot Shots Golf: Open Tee 2,,Games,USA,UCUS-98693,1.00,942899200,34cb921b,05b30707f85a5d5364f4f37eccbe973a,38c5aa36b51652656a7a62b715b548aa7e64fc46
21081,Sony PlayStation Portable,Kao Challengers,,Games,Europe,ULES-00146,1.00,616562688,920ccbca,345e566984283fce2193745cbd899647,26780c0a34986eca204e1c93a884a3627593b0b3
21082,Sony PlayStation Portable,Street Riders,,Games,Europe,ULES-00276,1.01,734003200,1630b59b,790ca89c507f47b58c8f4c0a48a6ab3c,0cf44ad2646929169a752e848ce642d8419bb2f3
21083,Sony PlayStation Portable,Split/Second: Velocity,,Games,Europe,ULES-01402,1.00,1616379904,105b6722,27981ebeb7238f54e05b7e614c7e50b4,cac5fd587b39efa700bcdd66f22c74c81d963da8
21205,Sony PlayStation Portable,World Snooker Challenge 2007,,Games,Europe,ULES-00453,1.01,900104192,2368a18a,b6a55e8c0dc39bdb16dcec3bf6cf5e2b,b896a4bcae432a0288260cd730af61c3b3250afe
21206,Sony PlayStation Portable,World Series of Poker 2008: Battle for the Bracelets,,Games,Europe,ULES-00991,1.00,900202496,4add31fd,7327613ea845ff22658df484a5239a2c,9fec8050246243e76a5ada58a649a467ce465af5
21211,Sony PlayStation Portable,Tactics Ogre: Let Us Cling Together,,Games,Europe,ULES-01500,1.00,1614610432,c8abfddd,117128cc924f8f42a88d775ce2b809e8,8fc32e524776d92bb7d5e3219a8aad2ddebeaff9
